Location,XML_Order,ID_0,ISO,NAME_0,ID_1,NAME_1,VARNAME_1,TYPE_1,ID_2,NAME_2,VARNAME_2,TYPE_2,Location_Admin_Level,Pop_Centroid_X,Pop_Centroid_Y,Case_counts_WHO,Sequence_count,Area_km_2,Pop_Size,geconMN,geconMIN,geconMAX,geconSTD,pdensMN,langV1,langV2,langV3,langV4,langV5,langV6,langV7,langV8,langV9,langV10,langV11,langV12,langV13,langV14,langV15,langV16,langV17,tt50kMN,tt100kMN,tt500kMN,altMN,tempMN,tmpssMN,precMN,precssMN,pre01MN,pre02MN,pre03MN,pre04MN,pre05MN,pre06MN,pre07MN,pre08MN,pre09MN,pre10MN,pre11MN,pre12MN,hum01MN,hum02MN,hum03MN,hum04MN,hum05MN,hum06MN,hum07MN,hum08MN,hum09MN,hum10MN,hum11MN,hum12MN
Bong,6,127,LBR,Liberia,2,Bong,,County,,,,,1,-9.84787198,6.99788777,219,2,8409.28,334921,0.183294643,0.096971609,0.292693257,0.043455476,39.7047938,0,0,0,0,0,0,0,0,0.799493927,0.063461538,0.017105263,0.036234818,0,0,0,0.083704453,0,215.6273914,216.2533657,252.7924891,247.842377,255.2831545,743.5106297,2190.05163,58.78690018,24.09999992,47.55599991,110.4079996,150.103999,225.3320001,329.8159998,338.692002,382.7079993,446.5240002,274.7440021,120.9519992,42.58000015,12.96000004,12.84800003,11.90400002,10.67200005,9.676000023,8.44,7.52,7.331999989,8.164000053,8.879999962,9.404000015,10.78799999
Gbarpolu,7,127,LBR,Liberia,3,Gbapolu,Gbarpolu,County,,,,,1,-10.29798901,7.67104539,28,1,9271.98,91366,0.238519974,0.126236275,0.301588804,0.035718513,9.780011078,0,0,0,0,0,0,0,0,0.077332355,0.192000734,0,0.022016329,0,0,0.088707458,0.619943124,0,325.4368985,367.7648245,392.2110714,309.0977912,261.5645679,872.9265878,2550.012098,62.20933003,22.06428582,45.12142876,104.703571,158.9607135,241.2964292,336.5392816,373.5035716,410.4892894,449.278571,308.0428587,153.1357133,46.7928569,12.8499999,13.06785716,12.27857147,10.81785713,9.78928566,8.575000014,7.499999983,7.378571425,8.32499998,9.032142844,9.314285721,10.55357153
GrandBassa,9,127,LBR,Liberia,5,GrandBassa,Grand Bassa,County,,,,,1,-10.03289413,5.88728168,164,14,7502.78,219024,0.10766911,0.067285925,0.142776638,0.014783054,29.76936456,0,0,0,0,0,0,0,0,0.186815693,0,0.342153285,0.471031022,0,0,0,0,0,163.036283,163.036283,223.1924477,121.9416552,256.8959193,763.1685007,2795.544934,64.23395232,28.18695641,45.98695672,94.86956489,138.8782601,242.06087,408.1304335,407.8739107,449.8782614,509.0217405,291.3739133,128.4478266,52.99565207,11.42608692,11.51304349,10.95652178,10.03043473,9.065217433,7.8347826,7.082608658,6.860869594,7.491304315,8.256521764,8.647826029,9.578260878
GrandCapeMount,8,127,LBR,Liberia,4,Grand Cape Mount,,County,,,,,1,-11.34626564,6.71649625,207,4,4959.84,132777,0.293355556,0.223246261,0.379220307,0.032082931,27.67997296,0,0,0,0,0,0,0,0.533745492,0,0.239738966,0,0,0,0,0.000343466,0.226172076,0,175.5717783,234.8541703,234.9798916,110.0820495,258.0657781,868.8390168,3358.399169,73.01125151,19.65000003,36.16428552,84.05000033,143.028571,251.2285712,413.385716,490.9428558,513.2642909,510.5785697,335.1214294,160.6214305,50.76428577,11.38571439,12.03571429,11.67857136,10.27857147,9.32142864,8.04285717,6.942857129,6.792857136,7.678571497,8.528571469,8.628571306,9.364285673
GrandGedeh,10,127,LBR,Liberia,6,GrandGedeh,Grand Gedeh,County,,,,,1,-8.13455661,6.06855135,4,0,10283.73,127295,0.276718081,0.090357624,0.612438858,0.118344353,12.37655861,0,0,0,0,0,0,0,0,0,0,0.792053749,0.207946251,0,0,0,0,0,686.3921585,686.3921585,761.7254642,224.0195623,261.2646718,931.1195292,2194.643816,52.45043103,29.31333319,64.60333341,120.7566663,139.1333338,214.5166667,297.3633321,182.8366669,193.8766673,339.9733337,219.2900009,106.7500003,53.50333316,12.07333333,11.45999997,10.5833333,9.739999962,8.586666711,7.230000019,6.639999994,6.343333356,7.04666667,7.870000029,8.589999994,10.01333338
GrandKru,11,127,LBR,Liberia,7,GrandKru,Grand Kru,County,,,,,1,-8.17536836,4.67567729,25,2,3701.00,64797,0.159244727,0.086017586,0.198062956,0.026401362,17.54289402,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,374.292976,374.292976,566.7333641,60.66674413,249.7269347,999.1059726,3361.06205,42.56844062,53.17999992,86.64000015,120.0000015,146.25,289.7199982,388.4399994,211.9400009,195.1800003,310.2200012,232.7799988,165.2399994,102.8200005,9.359999943,9.3,9.110000038,8.940000057,7.359999943,5.980000019,5.65,5.25999999,5.70999999,6.519999981,7.219999981,8.020000076
Lofa,12,127,LBR,Liberia,8,Lofa,,County,,,,,1,-10.08041437,7.86827729,511,13,10283.99,287555,0.243522858,0.174258202,0.304663569,0.030679492,28.11582883,0.068794853,0,0,0,0,0,0,0,0.001402293,0.858450878,0,0,0,0,0.071351976,0,0,298.1944376,329.6315095,374.7206404,449.4966576,249.4146241,807.0193117,2490.016836,60.48931254,19.86666673,48.64333344,109.0633334,167.4100001,226.3299993,282.3800018,320.8033335,376.9233337,394.7266663,277.8633311,142.7566666,40.6399999,14.53999999,14.30666666,13.0266667,11.47333333,10.34666665,9.116666635,7.996666749,7.843333387,8.899999968,9.579999956,10.45000003,12.31999992
Margibi,13,127,LBR,Liberia,9,Margibi,,County,,,,,1,-10.36348682,6.23620889,878,21,2817.60,335736,0.09727656,0.058804303,0.147096276,0.019041455,123.0551595,0,0,0,0,0,0,0,0,0.603479853,0,0,0.396520147,0,0,0,0,0,121.7877502,121.7877502,159.1106731,110.1898233,259.3516149,839.2282145,2929.197136,68.82937233,26.67142814,43.61428615,94.79999869,142.3857139,246.5142866,418.8571429,453.5571463,490.4999956,541.9428537,313.8571472,137.8999983,52.77142824,11.51428563,11.75714288,11.24285712,10.19999995,9.285714149,8.042857306,7.242857252,6.999999932,7.728571551,8.457142966,8.757142748,9.657142912
Maryland,14,127,LBR,Liberia,10,Maryland,,County,,,,,1,-7.67478968,4.58388408,7,0,2198.96,132024,0.115757413,0.066758357,0.16719456,0.02979004,60.80219537,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,296.3274922,296.3274922,590.9813084,83.81885469,251.2165952,1050.095053,2960.39852,38.30385664,55.67777803,88.65555573,120.8444451,147.9555562,304.0777791,390.9555528,178.8444451,152.200002,268.9333344,218.4111125,171.1888902,111.2888887,9.144444572,9.022222201,8.899999936,8.855555534,7.133333365,5.688888868,5.41111109,5.033333355,5.488888899,6.288888878,7.033333355,7.877777682
Montserrado,15,127,LBR,Liberia,11,Montserrado,,County,,,,,1,-10.70279027,6.30700446,2925,67,1814.78,1016221,0.098829836,0.054563493,0.157910794,0.027142772,581.0034112,0,0,0,0,0,0,0,0,0.064941176,0,0,0.691764706,0,0,0,0.243294118,0,71.49882684,73.23838573,88.40215861,72.68578199,258.3924171,792.5061611,3512.040284,73.72559242,26.24999968,41.93333308,90.39999898,140.299998,254.3499985,448.6166585,507.5166626,533.1499837,576.799998,333.6166636,148.1166636,56.58333333,11.06666692,11.44999997,11.08333317,10.08333333,9.199999968,7.950000127,7.116666555,6.900000016,7.599999984,8.383333365,8.600000064,9.25
Nimba,1,127,LBR,Liberia,12,Nimba,,County,,,,,1,-8.86409808,6.49642145,282,5,11932.57,483036,0.177496426,0.091552503,0.295986593,0.060371864,40.44316302,0,0,0,0,0,0,0.534465534,0,0.085343228,0,0.380191237,0,0,0,0,0,0,330.2794716,330.2794716,345.1782935,286.6435354,254.2219604,784.1964018,2089.01742,60.82273149,20.03055549,52.13611115,116.6583335,144.6277788,196.7305552,277.2833328,243.6305572,283.2194447,377.2999971,217.688889,89.73888927,35.65277799,13.80277785,13.03888885,11.7333333,10.51388886,9.474999958,8.175000032,7.383333339,7.127777762,7.97500005,8.758333312,9.619444476,11.47777777
RiverCess,2,127,LBR,Liberia,13,River Cess,Rivercess,County,,,,,1,-9.49215220,5.68459882,48,2,5300.69,73960,0.122000456,0.104500927,0.146887854,0.008626128,14.05467372,0,0,0,0,0,0,0,0,0.001130856,0,0.724717286,0.274151858,0,0,0,0,0,303.3470768,303.3470768,364.4788211,133.5380875,255.8764992,669.5833063,2934.11329,57.41815235,31.1214289,54.25714275,103.2785721,137.8071442,241.5000011,383.1071407,337.1428571,366.9142827,454.6000039,267.8928582,125.8285724,57.89285687,11.28571435,11.24285712,10.65714291,9.82142864,8.771428721,7.49285715,6.878571442,6.592857122,7.171428544,7.964285782,8.471428531,9.457142898
RiverGee,3,127,LBR,Liberia,14,River Gee,,County,,,,,1,-7.66138799,5.21406190,13,1,6214.66,83020,0.184450734,0.110679887,0.376405865,0.03285455,13.23481111,0,0,0,0,0,0,0,0,0,0,0.241549876,0.758450124,0,0,0,0,0,474.2406263,474.2406263,661.3846999,183.6068388,255.9586652,972.4428728,2748.100796,38.03954957,43.48333338,77.92222256,122.3222232,144.8499993,254.7166663,339.6166687,178.155554,170.6777768,300.6611116,220.3666662,140.2111113,82.29999966,10.42222224,10.10555553,9.616666688,9.183333291,7.788888931,6.416666693,5.99444445,5.661111116,6.222222196,7.016666651,7.711111148,8.772222095
Sinoe,4,127,LBR,Liberia,15,Sinoe,,County,,,,,1,-9.05118668,5.06334574,33,3,9395.98,103789,0.188894085,0.131229997,0.224716917,0.022629506,11.05983444,0,0,0,0,0,0,0,0,0,0,0.289101687,0.710898313,0,0,0,0,0,715.0706107,715.0706107,783.9695565,109.7983017,254.9432067,631.4683163,3394.082359,49.59888605,39.46785695,68.88214288,112.7428564,139.8678578,254.5928585,373.1000007,264.8642851,272.7821432,386.2071435,248.2285707,137.4785704,74.47857135,10.56785716,10.43214294,9.975000041,9.403571469,8.167857204,6.842857139,6.367857133,6.042857136,6.528571435,7.371428558,7.98571435,8.889285735
Bo,58,202,SLE,Sierra Leone,3,Southern,,Area,9,Bo,,District,2,-11.73696600,7.95880289,450,13,5598.43,552742,0.286952845,0.145496324,0.420033932,0.064946877,98.34096105,0.129452782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870547218,0,0,111.1802582,115.6015186,320.7345482,120.1040243,261.667426,942.1029613,2793.897342,78.55094913,7.877777815,21.59999985,52.50555589,117.4722222,269.8722212,352.6555566,461.7333323,531.961107,445.166665,348.8611128,154.4222217,30.11666679,13.37777789,13.69444439,13.4222223,11.39444447,9.722222116,8.466666645,6.772222254,6.811111132,7.900000016,9.044444455,9.727777693,11.61666669
Bombali,53,202,SLE,Sierra Leone,2,Northern,,Area,4,Bombali,,District,2,-12.04188912,8.89102396,1212,108,8238.37,443868,0.33116852,0.195894688,0.484637618,0.070771307,53.49341014,0.646490597,0.02168328,0.203987257,0,0,0,0,0,0,0,0,0,0,0,0.127838865,0,0,202.1102888,318.0768835,339.5399322,113.3334361,271.0520095,1311.319149,2616.928667,86.53787645,2.339999995,5.751999941,18.88799992,77.27600037,196.003999,321.732002,471.5159985,581.9159961,451.756001,320.412002,119.0960004,12.65199999,14.35599998,13.78399998,12.74399998,11.24800003,9.515999985,8.371999931,6.8,6.352000008,7.824000015,9.119999962,10.64800003,13.48000004
Bonthe,59,202,SLE,Sierra Leone,3,Southern,,Area,10,Bonthe,,District,2,-12.17397354,7.60459324,5,1,3705.80,148892,0.424937256,0.36991623,0.531916857,0.026789972,42.53761165,0.892326139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107673861,0,0,184.5036952,184.8648961,287.9258661,13.65856031,267.1053016,959.3399805,3463.527967,87.12840467,7.033333321,15.2166667,34.45000029,95.14999898,242.6000023,483.9333369,714.7749888,724.4083354,509.3666611,332.3083318,140.0916659,41.62500032,10.16666675,11.22499998,10.8416667,9.616666555,8.583333373,7.358333389,6.033333341,5.899999976,6.866666635,7.875000119,8.358333349,9.149999936
Kailahun,50,202,SLE,Sierra Leone,1,Eastern,,Area,1,Kailahun,,District,2,-10.84492563,7.99078795,756,101,4162.80,409182,0.211479338,0.157473445,0.292900562,0.032103782,98.61185852,0.126453192,0,0,0,0,0,0,0.087089537,0,0,0,0,0,0,0.752396492,0.034060779,0,184.3557457,196.4388753,440.8761206,273.092502,256.690709,883.8259984,2593.917278,63.89894051,14.84545465,37.59090874,90.98181915,154.8727278,240.9818185,298.5363659,324.9636397,362.3636391,393.0999978,315.3363647,167.9636383,40.19090895,13.61818184,13.87272722,13.02727266,11.2181817,9.990909056,8.754545559,7.454545541,7.390909065,8.536363602,9.309090961,9.663636381,11.1818181
Kambia,54,202,SLE,Sierra Leone,2,Northern,,Area,5,Kambia,,District,2,-12.91835852,9.12335845,326,74,3090.32,302083,0.490135021,0.36326167,0.753521442,0.094553574,99.62507097,0.790434061,0.10865358,0.100912358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.4845078,217.9040307,219.1839868,43.67912088,274.8464286,1357.950549,2895.153846,97.92115385,1.91111113,3.299999979,12.42222224,55.22222265,184.3777754,333.5,654.9222276,728.966668,481.1777785,302.7777846,100.9888891,12.48888885,12.00000011,11.25555558,10.48888895,9.60000017,8.577777651,7.655555619,6.244444476,5.655555566,7.044444508,8.244444582,9.333333333,11.27777778
Kenema,51,202,SLE,Sierra Leone,1,Eastern,,Area,2,Kenema,,District,2,-11.18956765,7.85861409,553,75,6234.81,563021,0.255795776,0.136948168,0.375166237,0.063984117,90.26001696,0.006949176,0,0,0,0,0,0,0.082845074,0,0.004496525,0,0,0,0,0.85665622,0.049053004,0,160.9034586,204.8163126,404.9233388,210.2136438,256.9729031,883.2898965,2728.845044,69.43069172,13.32499993,31.03125012,77.80000019,145.0375004,249.3687496,340.5375023,393.2874985,441.6749973,440.8750019,337.6374989,170.1500006,39.89375007,12.97500002,13.39999998,12.94374996,11.05625004,9.743749976,8.481249928,7.081249952,7.037499964,8.118750036,9.068749964,9.331250012,10.70625001
Koinadugu,55,202,SLE,Sierra Leone,2,Northern,,Area,6,Koinadugu,,District,2,-11.55221977,9.58822368,185,11,12432.53,299798,0.229322815,0.146381453,0.377025425,0.052234043,24.01177692,0.243847723,0.434738273,0.119170632,0,0,0,0,0.202243372,0,0,0,0,0,0,0,0,0,249.0131982,285.8403973,433.03837,451.8114709,250.580147,1274.970132,2152.852157,79.61566199,4.927027064,12.49459456,36.23783782,100.8081077,196.321621,278.7216203,317.9108111,394.1189179,378.0513504,285.4513529,92.91351339,10.95945936,15.68918929,15.31891887,13.92972975,12.12162157,10.16486485,8.894594631,7.451351346,7.075675694,8.475675647,9.832432489,11.51621625,14.5324324
Kono,52,202,SLE,Sierra Leone,1,Eastern,,Area,3,Kono,,District,2,-10.97455967,8.64463471,568,39,5391.80,324103,0.154923973,0.139192477,0.178974479,0.007248223,59.43544354,0.01210121,0.039289643,0,0,0,0,0,0.900518623,0,0,0,0,0,0,0.048090523,0,0,166.1524094,166.1640245,445.2982263,423.8590488,251.6642599,1032.645425,2519.452048,68.92638518,11.05294115,28.10588197,68.12941136,135.4352924,230.3941175,292.7705886,311.9588264,376.688236,386.9705846,315.8941184,146.9705869,28.89999996,14.81764715,14.74705881,13.70588241,11.79411759,10.18235296,8.958823485,7.517647098,7.458823541,8.623529434,9.617647059,10.57058817,12.8529414
Moyamba,60,202,SLE,Sierra Leone,3,Southern,,Area,11,Moyamba,,District,2,-12.07306903,8.11096423,317,23,6978.99,263788,0.358764502,0.190230131,0.645713389,0.096832578,38.14398331,0.476266016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523733984,0,0,171.5985384,174.0909866,226.8792935,44.42778187,262.5063866,945.3569148,2938.523336,87.83738639,2.971428569,12.28571426,20.41904754,73.86666652,280.8619029,361.2095242,636.3285668,708.3761945,444.3333319,323.4238092,120.4285707,23.78571419,11.9904762,11.99047615,11.42380955,10.12857137,8.742856979,7.766666685,6.152380943,6.276190485,7.238095261,8.142857166,9.123809587,11.17142864
PortLoko,56,202,SLE,Sierra Leone,2,Northern,,Area,7,Port Loko,,District,2,-12.53675216,8.68518875,2208,150,5966.22,540439,0.455497681,0.186765507,0.905081868,0.17600006,97.01544282,0.991093234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008906766,0,0,139.1228567,163.350999,164.0330169,43.2232181,266.4507042,1038.329777,2853.80239,92.50206288,2.71875,5.343750015,14.0062499,62.26250005,212.2249994,344.5687542,653.6749992,749.4187546,491.2125034,318.4437466,124.9750004,18.72499996,11.48750001,10.74374992,10.09375006,9.212499976,8.299999982,7.506249994,6.049999982,5.831249982,6.925000042,8.006250024,8.87500003,10.75625008
Pujehun,61,202,SLE,Sierra Leone,3,Southern,,Area,12,Pujehun,,District,2,-11.72051726,7.35584565,68,9,3906.48,278897,0.377631051,0.326289535,0.415238291,0.015035526,72.97472495,0.423320936,0,0,0,0,0,0,0.337562897,0,0,0,0,0,0,0.185954933,0.053161234,0,164.5165866,176.3011785,290.2402881,47.17127072,266.84,896.6022099,3409.258564,79.4998895,13.44166676,27.0583334,65.25833289,128.1833331,254.8749987,421.3416672,534.7750015,560.0749995,494.75,341.6249975,157.6916656,44.22499975,11.42500003,12.24166671,12.05833348,10.41666675,9.266666651,7.975000064,6.633333286,6.516666651,7.474999984,8.550000032,8.758333365,9.599999984
Tonkolili,57,202,SLE,Sierra Leone,2,Northern,,Area,8,Tonkolili,,District,2,-12.21193614,8.46548991,630,19,6380.94,386112,0.192437645,0.136948168,0.36499244,0.031207568,60.48196743,0.569815331,0.072406005,0,0,0,0,0,0.210309552,0,0,0,0,0,0,0.147469111,0,0,159.2595349,202.8453156,293.1383389,216.7537542,259.0821262,1005.493555,2896.678804,84.52053156,4.500000033,13.53888888,32.38888889,99.82777786,239.3500002,339.049998,459.5777825,585.5000017,463.4166633,356.149999,158.2166663,22.24444432,14.50555547,14.10000001,13.25555558,11.48333332,9.622222212,8.538888931,6.849999958,6.92222219,8.050000032,9.133333206,10.36111111,13.2277778
WesternRural,62,202,SLE,Sierra Leone,4,Western,,Area,13,Western Rural,,Area,2,-13.16852491,8.44632216,1736,88,636.55,435323,0.751641699,0.578152239,0.948328257,0.087671098,737.3238058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.13466667,83.108,83.108,126.3583106,254.0613079,730.472752,3695.580381,106.0817439,7.099999905,6.800000191,19.79999924,62.29999924,207.3000031,362.1000061,732.2999878,788.0999756,505,290.1000061,121.3000031,30.79999924,8.699999809,8.199999809,7.800000191,7.400000095,7.300000191,6.699999809,5.5,5.300000191,6.199999809,7.099999905,7.300000191,8
WesternUrban,63,202,SLE,Sierra Leone,4,Western,,Area,14,Western Urban,Freetown,Area,2,-13.26196681,8.47441962,3219,152,82.93,528224,0.950834978,0.888263524,0.99242878,0.027551318,7134.341643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.897959184,10.58163265,10.58163265,177.0108696,251.7934783,709.4891304,3850.858696,110.9021739,6.800000191,6,19.70000076,57.59999847,191.1999969,349.2999878,751.5999756,804.0999756,507.1000061,282,110.5999985,27.29999924,8.100000381,7.5,7.199999809,7,7,6.599999905,5.5,5.199999809,6,6.900000095,7,7.400000095
Kedougou,64,201,SEN,Senegal,4,Kédougou,,Region,11,Kédougou,,Département,2,-12.18102646,12.54933739,0,0,7049.05,70072,0.074068598,0.035851337,0.143592909,0.022718294,9.895715951,,,,,,,,,,,,,,,,,,366.5727154,492.8633401,492.8876378,132.3207301,281.7288136,2347.989096,1111.315041,120.0790565,,,,,,,,,,,,,,,,,,,,,,,,
Salemata,65,201,SEN,Senegal,4,Kédougou,,Region,12,Salémata,,Département,2,-12.81917381,12.63105965,0,0,1989.33,19887,0.111853135,0.080714904,0.146469712,0.016620219,9.936888189,,,,,,,,,,,,,,,,,,323.060428,447.5274864,447.5274864,99.37809484,279.7431809,2297.696181,1202.526227,118.5123794,,,,,,,,,,,,,,,,,,,,,,,,
Saraya,66,201,SEN,Senegal,4,Kédougou,,Region,13,Saraya,,Département,2,-11.68829536,12.85935783,0,0,7927.42,55879,0.033657806,0.011996511,0.058613233,0.00987897,7.051120256,,,,,,,,,,,,,,,,,,450.8986102,559.9077701,559.9077701,150.7032747,283.4364536,2275.524587,1045.924187,122.4215015,,,,,,,,,,,,,,,,,,,,,,,,
Velingara,67,201,SEN,Senegal,7,Kolda,,Region,23,Vélingara,,Département,2,-13.74808121,13.13258171,0,0,5512.53,254319,0.210034259,0.167819023,0.258181214,0.018585653,45.98269365,,,,,,,,,,,,,,,,,,188.8766667,406.4495455,496.335,54.2830303,272.0416667,2394.384545,1018.402576,126.0809091,,,,,,,,,,,,,,,,,,,,,,,,
Tambacounda,68,201,SEN,Senegal,12,Tambacounda,,Region,39,Tambacounda,,Département,2,-13.66544151,13.75882530,0,0,13591.62,259657,0.156513492,0.029652003,0.298580587,0.045638982,19.05755026,,,,,,,,,,,,,,,,,,192.6953878,439.7771295,547.1247927,54.41227047,279.960511,2368.794264,840.9043174,126.0157833,,,,,,,,,,,,,,,,,,,,,,,,
Kenieba,69,138,MLI,Mali,3,Kayes,,Region,8,Kéniéba,,Cercle,2,-11.22604754,12.83203433,0,0,15056.51,195927,0.04456446,0.007924329,0.076639831,0.014352495,12.98408573,,,,,,,,,,,,,,,,,,416.7101401,532.1978541,546.7809095,285.5125354,273.813108,2199.037579,1148.809217,119.7656346,,,,,,,,,,,,,,,,,,,,,,,,
Kita,70,138,MLI,Mali,3,Kayes,,Region,10,Kita,,Cercle,2,-9.49267267,13.02372016,0,0,35709.84,451019,0.088472296,0.05141706,0.145043805,0.015176396,12.58197622,,,,,,,,,,,,,,,,,,368.959269,390.1154628,396.2835978,327.8132405,273.3718131,2547.644825,936.2072302,124.2840184,,,,,,,,,,,,,,,,,,,,,,,,
Kangaba,71,138,MLI,Mali,5,Koulikoro,,Region,19,Kangaba,,Cercle,2,-8.41446557,11.94923244,0,0,4887.41,103684,0.090514507,0.008487559,0.169065043,0.035617697,21.42641398,,,,,,,,,,,,,,,,,,247.740906,247.9171242,250.0698353,376.740048,271.5739533,2134.755148,1130.033116,111.3797186,,,,,,,,,,,,,,,,,,,,,,,,
Kati,72,138,MLI,Mali,5,Koulikoro,,Region,20,Kati,,Cercle,2,-8.02727509,12.52016258,0,0,16934.99,1076713,0.210301029,0.061027482,0.368002534,0.074917582,63.92497675,,,,,,,,,,,,,,,,,,174.5448746,180.3928695,180.3928695,393.0613658,271.785294,2278.288483,986.1300499,118.5985759,,,,,,,,,,,,,,,,,,,,,,,,
Yanfolila,73,138,MLI,Mali,8,Sikasso,,Region,44,Yanfolila,,Cercle,2,-8.31577466,11.38237793,0,0,9096.31,217429,0.155049742,0.008487559,0.287996411,0.055039223,25.15821879,,,,,,,,,,,,,,,,,,326.6040713,326.6040713,330.4233822,380.615712,268.2555751,1906.070602,1200.689923,103.7920792,,,,,,,,,,,,,,,,,,,,,,,,
Gabu,74,96,GNB,Guinea-Bissau,6,Gabú,,Region,,,,,1,-14.19951163,12.26790822,0,0,9060.44,220218,0.217880414,0.136935383,0.297535986,0.029969828,24.23967669,,,,,,,,,,,,,,,,,,415.1315254,433.2010367,570.74204,70.43456127,266.264254,2029.056368,1541.08284,120.1440207,,,,,,,,,,,,,,,,,,,,,,,,
Tombali,75,96,GNB,Guinea-Bissau,9,Tombali,,Region,,,,,1,-14.76736151,11.54503627,0,0,3427.47,102893,0.337246811,0.206110761,0.461014539,0.056511988,30.43530152,,,,,,,,,,,,,,,,,,306.3611042,307.5608058,539.7060433,23.44523147,265.8006577,980.963319,2337.310397,126.7224892,,,,,,,,,,,,,,,,,,,,,,,,
SanPedro,76,57,CIV,Côte d'Ivoire,2,Bas-Sassandra,,District,4,San-Pédro,,Région,2,-7.34881391,4.42456008,0,0,5742.83,185465,0.413608555,0.066389538,0.912592471,0.216889187,32.24318809,,,,,,,,,,,,,,,,,,535.3331351,535.661662,892.0960309,118.5159084,256.2160274,877.9515314,2091.291258,46.52245019,,,,,,,,,,,,,,,,,,,,,,,,
Folon,77,57,CIV,Côte d'Ivoire,4,Denguélé,,District,7,Folon,,Région,2,-7.74687139,10.09328291,0,0,7195.17,88493,0.152188956,0.085550301,0.243834838,0.034777675,12.27362083,,,,,,,,,,,,,,,,,,352.2603995,352.2603995,438.8142186,404.2956522,263.1055229,1625.979788,1309.258402,95.89306698,,,,,,,,,,,,,,,,,,,,,,,,
Kabadougou,78,57,CIV,Côte d'Ivoire,4,Denguélé,,District,8,Kabadougou,,Région,2,-7.58520267,9.50847935,0,0,14060.28,212545,0.077978641,0.029077722,0.155067891,0.025282057,15.07037959,,,,,,,,,,,,,,,,,,347.5655654,347.5793465,457.1884817,436.6141301,257.6880905,1390.829091,1425.858518,84.81127761,,,,,,,,,,,,,,,,,,,,,,,,
Cavally,79,57,CIV,Côte d'Ivoire,8,Montagnes,,District,18,Cavally,,Région,2,-7.50369030,6.53206197,0,0,11303.82,421559,0.692203054,0.090357624,1.106549025,0.231482003,37.46910984,,,,,,,,,,,,,,,,,,591.059488,597.3606928,788.3716867,241.4621988,258.1524096,950.1324548,1744.249322,58.97341867,,,,,,,,,,,,,,,,,,,,,,,,
Tonkpi,80,57,CIV,Côte d'Ivoire,8,Montagnes,,District,20,Tonkpi,,Région,2,-7.55625203,7.39313572,0,0,11974.16,946740,0.183814771,0.016971858,0.535841584,0.114185686,78.70778243,,,,,,,,,,,,,,,,,,217.0806726,217.0806726,391.1552434,453.9106003,245.0440613,946.916986,1732.285937,65.24613311,,,,,,,,,,,,,,,,,,,,,,,,
Bafing,81,57,CIV,Côte d'Ivoire,12,Woroba,,District,29,Bafing,,Région,2,-7.67510782,8.27737755,0,0,8965.21,188328,0.069577343,0.012167701,0.167068973,0.037848195,20.95217589,,,,,,,,,,,,,,,,,,288.0919682,288.1169729,422.5035045,455.8927827,250.34552,1055.932374,1424.53334,70.84968744,,,,,,,,,,,,,,,,,,,,,,,,